"Produktionsdatum_T11","Herstellernummer_T11","Werksnummer_T11","Fehlerhaft_T11","Origin","IDNummer_T11","ID_zweitesBauteil","ID_drittesBauteil","ID_Komponente","Produktionsdatum_Sitze","Herstellernummer_Sitze","Werksnummer_Sitze","Fehlerhaft_Sitze","ID_Karosserie","ID_Schaltung","ID_Motor","ID_Fahrzeug","Produktionsdatum_Fahrzeug","Herstellernummer_Fahrzeug","Werksnummer_Fahrzeug","Fehlerhaft_Fahrzeug","Gemeinden","Jahr der Zulassung","Monat der Zulassung","Zulassungstag","Postleitzahl","Laengengrad","Breitengrad","Zulassungsdatum"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19134","14-214-2143-2616","15-210-2101-3577","K2LE1-109-1091-7547","2008-12-30",109,1091,0,"K4-112-1121-30361","K3SG1-107-1071-17991","K1BE1-104-1041-10603","11-1-12-10980","2009-01-07",1,12,0,"RONSHAUSEN","2009","03",2,36217,"9,85987","50,947989","2009-03-02"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19141","14-214-2143-2617","15-210-2101-3587","K2LE1-109-1091-7548","2008-12-30",109,1091,0,"K4-112-1121-31235","K3AG1-106-1061-3662","K1DI1-102-1021-3532","11-1-11-19721","2009-01-08",1,11,0,"GENSINGEN","2009","03",2,55457,"7,926912","49,895853","2009-03-02"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19144","14-214-2143-2767","15-210-2101-3841","K2LE1-109-1091-7777","2008-12-31",109,1091,0,"K4-112-1121-32234","K3SG1-107-1071-18116","K1BE1-104-1041-12320","11-1-11-20435","2009-01-10",1,11,0,"HUMMELTAL","2009","03",2,95503,"11,504726","49,896162","2009-03-02"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19145","14-214-2143-2635","15-210-2101-3864","K2LE1-109-1091-7666","2008-12-30",109,1091,0,"K4-112-1121-31205","K3SG1-105-1051-11687","K1BE1-101-1011-6066","11-1-12-11324","2009-01-08",1,12,0,"UEBERHERRN","2009","03",2,66802,"6,698427","49,242233","2009-03-02"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19151","14-214-2143-2641","15-210-2101-3865","K2LE1-109-1091-7667","2008-12-30",109,1091,0,"K4-112-1121-31785","K3SG1-107-1071-18196","K1DI1-102-1021-3614","11-1-12-11543","2009-01-09",1,12,0,"HEPBERG","2009","03",2,85120,"11,461106","48,822885","2009-03-02"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19154","14-214-2143-2768","15-210-2101-3842","K2LE1-109-1091-7778","2008-12-31",109,1091,0,"K4-112-1121-32156","K3AG1-106-1061-3726","K1DI1-103-1031-7623","11-1-11-20400","2009-01-10",1,11,0,"FUERSTENSTEIN","2009","03",2,94538,"13,330344","48,719796","2009-03-02"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19159","14-214-2143-2773","15-210-2101-3849","K2LE1-109-1091-7779","2008-12-31",109,1091,0,"K5-112-1122-6632","K3AG1-105-1051-2374","K1DI1-102-1021-3610","12-1-12-6622","2009-01-09",1,12,0,"MICHELFELD","2009","03",2,74545,"9,679757","49,097131","2009-03-02"
14236,213,2131,0,"origin = 1970-01-01","11-213-2131-19160","14-214-2143-2649","15-210-2101-3867","K2LE1-109-1091-7668","2008-12-30",109,1091,0,"K4-112-1121-31865","K3AG1-106-1061-3738","K1DI1-101-1041-7415","11-1-11-20140","2009-01-09",1,11,0,"VILLINGENDORF","2009","03",2,78667,"8,590079","48,202342","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19181","14-213-2132-1495","15-209-2093-3943","K2LE1-109-1091-7813","2008-12-31",109,1091,0,"K4-112-1121-30486","K3SG1-107-1071-17844","K1BE1-101-1011-5931","11-1-12-11135","2009-01-08",1,12,0,"ALTENSTADT","2009","03",2,63674,"8,945024","50,285831","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19185","14-214-2141-883","15-209-2093-3747","K2LE1-109-1091-7699","2008-12-31",109,1091,0,"K4-112-1121-31607","K3SG1-105-1051-11818","K1BE1-101-1011-5970","11-1-11-20038","2009-01-09",1,11,0,"HATZENBUEHL","2009","03",2,76770,"8,243475","49,110695","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19204","14-214-2143-2827","15-210-2101-3901","K2LE1-109-1091-7934","2009-01-01",109,1091,0,"K5-112-1122-6771","K3SG1-107-1071-18627","K1BE1-102-1021-1951","12-1-12-6780","2009-01-11",1,12,0,"MUENSTER","2009","03",4,48143,"7,626804","51,961908","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19207","14-214-2141-885","15-209-2093-3748","K2LE1-109-1091-7700","2008-12-31",109,1091,0,"K4-112-1121-30731","K3SG1-105-1051-11804","K1BE1-104-1041-10991","11-1-12-11190","2009-01-08",1,12,0,"FUERTH","2009","03",2,64658,"8,783565","49,650896","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19211","14-213-2131-1485","15-209-2093-3945","K2LE1-109-1091-7814","2008-12-31",109,1091,0,"K4-112-1121-31866","K3SG1-105-1051-12280","K1BE1-104-1041-12267","11-1-11-20141","2009-01-09",1,11,0,"WELLENDINGEN","2009","03",2,78669,"8,703656","48,147478","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19221","14-213-2131-1487","15-209-2093-3950","K2LE1-109-1091-7815","2008-12-31",109,1091,0,"K4-112-1121-33163","K3AG1-106-1061-3868","K1DI1-103-1031-7466","11-1-11-20953","2009-01-11",1,11,0,"KOELN","2009","03",6,50667,"6,957068","50,938107","2009-03-06"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19222","14-214-2141-887","15-209-2093-3750","K2LE1-109-1091-7701","2008-12-31",109,1091,0,"K5-112-1122-6614","K3AG1-106-1061-3941","K1DI1-101-1041-7249","12-1-12-6618","2009-01-09",1,12,0,"BRAUNSBACH","2009","03",2,74542,"9,791297","49,198935","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19225","14-213-2131-1586","15-209-2093-4014","K2LE1-109-1091-8072","2009-01-02",109,1091,0,"K4-112-1121-33004","K3SG1-107-1071-19144","K1BE1-104-1041-12773","11-1-11-20890","2009-01-11",1,11,0,"DRESDEN","2009","03",6,1067,"13,736883","51,051697","2009-03-06"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19234","14-213-2131-1587","15-209-2093-4015","K2LE1-109-1091-8073","2009-01-02",109,1091,0,"K4-112-1121-32779","K3SG1-105-1051-11800","K1DI1-103-1031-7493","11-1-11-20789","2009-01-11",1,11,0,"ERLANGEN","2009","03",4,91052,"11,00498","49,595133","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19237","14-214-2141-889","15-209-2093-3760","K2LE1-109-1091-7702","2008-12-31",109,1091,0,"K4-112-1121-31151","K3SG1-107-1071-17840","K1BE1-104-1041-11978","11-1-12-11303","2009-01-08",1,12,0,"THOLEY","2009","03",2,66636,"7,037625","49,483965","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19240","14-214-2141-890","15-209-2093-3764","K2LE1-109-1091-7703","2008-12-31",109,1091,0,"K4-112-1121-32810","K3SG1-107-1071-18236","K1DI1-101-1041-7699","11-1-11-20635","2009-01-10",1,11,0,"WIPFRATAL","2009","03",2,99310,"11,016505","50,821871","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19243","14-213-2131-1594","15-209-2093-4016","K2LE1-109-1091-8074","2009-01-02",109,1091,0,"K4-112-1121-34083","K3SG1-105-1051-13019","K1DI1-103-1031-7708","11-1-11-21420","2009-01-12",1,11,0,"ELLEFELD","2009","03",10,8236,"12,391257","50,48394","2009-03-10"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19245","14-213-2132-1664","15-210-2101-4112","K2LE1-109-1091-8393","2009-01-04",109,1091,0,"K5-112-1122-7134","K3SG1-107-1071-19491","K1DI1-101-1041-7755","12-1-12-7167","2009-01-13",1,12,0,"HAGENOW","2009","03",10,19230,"11,191919","53,431894","2009-03-10"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19255","14-213-2131-1488","15-209-2093-3951","K2LE1-109-1091-7816","2008-12-31",109,1091,0,"K4-112-1121-32975","K3SG1-107-1071-18499","K1BE1-104-1041-12575","11-1-11-20681","2009-01-10",1,11,0,"LAUTERBACH1","2009","03",2,99826,"10,350723","51,070786","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19256","14-213-2131-1489","15-209-2093-3952","K2LE1-109-1091-7817","2008-12-31",109,1091,0,"K4-112-1121-32151","K3SG1-105-1051-12500","K1BE1-104-1041-12207","11-1-11-20396","2009-01-10",1,11,0,"SPIEGELAU","2009","03",2,94518,"13,355948","48,915875","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19257","14-214-2142-875","15-209-2093-3765","K2LE1-109-1091-7704","2008-12-31",109,1091,0,"K4-112-1121-32083","K3SG1-107-1071-18492","K1BE1-104-1041-12520","11-1-11-20366","2009-01-10",1,11,0,"PRACKENBACH","2009","03",2,94267,"12,827707","49,094586","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19262","14-213-2131-1492","15-209-2093-3953","K2LE1-109-1091-7818","2008-12-31",109,1091,0,"K4-112-1121-32288","K3SG1-105-1051-11777","K1BE1-104-1041-12401","11-1-11-20456","2009-01-10",1,11,0,"VIERETH TRUNSTADT","2009","03",2,96191,"10,777165","49,923273","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19268","14-214-2143-2829","15-210-2101-3902","K2LE1-109-1091-7935","2009-01-01",109,1091,0,"K5-112-1122-6920","K3SG1-107-1071-19102","K1DI1-103-1031-7671","12-1-12-6916","2009-01-11",1,12,0,"BONN","2009","03",4,53111,"7,099187","50,734245","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19273","14-213-2131-1498","15-209-2093-3954","K2LE1-109-1091-7819","2008-12-31",109,1091,0,"K4-112-1121-32960","K3SG1-105-1051-12324","K1DI1-101-1041-7994","11-1-11-20869","2009-01-11",1,11,0,"KOELN","2009","03",5,50667,"6,957068","50,938107","2009-03-05"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19279","14-214-2143-2835","15-210-2101-3906","K2LE1-109-1091-7936","2009-01-01",109,1091,0,"K4-112-1121-32928","K3SG1-105-1051-12756","K1DI1-103-1031-7416","11-1-12-12078","2009-01-11",1,12,0,"ALTENBERG","2009","03",10,1773,"13,757339","50,766357","2009-03-10"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19281","14-214-2142-876","15-209-2093-3766","K2LE1-109-1091-7705","2008-12-31",109,1091,0,"K4-112-1121-32563","K3SG1-107-1071-18739","K1DI1-102-1021-3772","11-1-12-11869","2009-01-11",1,12,0,"MAINZ","2009","03",4,55116,"8,271855","50,001959","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19283","14-214-2142-877","15-209-2093-3768","K2LE1-109-1091-7706","2008-12-31",109,1091,0,"K4-112-1121-32854","K3SG1-105-1051-12942","K1BE1-104-1041-12496","11-1-11-20820","2009-01-11",1,11,0,"DRESDEN","2009","03",5,1067,"13,736883","51,051697","2009-03-05"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19289","14-213-2131-1640","15-210-2101-4119","K2LE1-109-1091-8394","2009-01-04",109,1091,0,"K4-112-1121-34142","K3SG1-105-1051-13496","K1DI1-102-1021-3890","11-1-11-21626","2009-01-13",1,11,0,"JORK","2009","03",10,21635,"9,680838","53,53298","2009-03-10"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19293","14-214-2142-880","15-209-2093-3772","K2LE1-109-1091-7707","2008-12-31",109,1091,0,"K4-112-1121-31556","K3SG1-107-1071-17903","K1DI1-101-1041-7098","11-1-11-20018","2009-01-09",1,11,0,"KARLSDORF NEUTHARD","2009","03",2,76689,"8,545484","49,136151","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19305","14-214-2142-883","15-209-2093-3773","K2LE1-109-1091-7708","2008-12-31",109,1091,0,"K4-112-1121-34426","K3SG1-107-1071-19652","K1BE1-104-1041-12522","11-1-11-21518","2009-01-12",1,11,0,"NETZSCHKAU","2009","03",10,8491,"12,248219","50,612651","2009-03-10"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19307","14-214-2143-2836","15-210-2101-3911","K2LE1-109-1091-7937","2009-01-01",109,1091,0,"K4-112-1121-32191","K3AG1-105-1051-2250","K1BE1-104-1041-12365","11-1-11-20416","2009-01-10",1,11,0,"STEPHANSPOSCHING","2009","03",2,94569,"12,802444","48,816699","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19308","14-213-2131-1500","15-209-2093-3955","K2LE1-109-1091-7820","2008-12-31",109,1091,0,"K5-112-1122-6904","K3SG1-107-1071-18978","K1DI1-101-1041-7790","12-1-12-6909","2009-01-11",1,12,0,"BONN","2009","03",4,53111,"7,099187","50,734245","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19314","14-214-2143-2838","15-210-2101-3913","K2LE1-109-1091-7938","2009-01-01",109,1091,0,"K4-112-1121-32095","K3SG1-105-1051-12363","K1BE1-104-1041-12357","11-1-11-20371","2009-01-10",1,11,0,"STRAUBING","2009","03",2,94315,"12,572499","48,875878","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19319","14-214-2142-884","15-209-2093-3780","K2LE1-109-1091-7709","2008-12-31",109,1091,0,"K4-112-1121-30300","K3SG1-107-1071-17804","K1BE1-101-1011-5789","11-1-12-11112","2009-01-08",1,12,0,"FREIGERICHT","2009","03",2,63579,"9,112816","50,141455","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19330","14-214-2142-886","15-209-2093-3792","K2LE1-109-1091-7710","2008-12-31",109,1091,0,"K4-112-1121-33147","K3SG1-107-1071-17954","K1DI1-101-1041-7850","11-1-12-11624","2009-01-10",1,12,0,"LEIPZIG","2009","03",3,4109,"12,377931","51,338288","2009-03-03"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19349","14-213-2131-1503","15-209-2093-3962","K2LE1-109-1091-7821","2008-12-31",109,1091,0,"K4-112-1121-32510","K3AG1-106-1061-3877","K1DI1-102-1021-3807","11-1-12-11852","2009-01-10",1,12,0,"DRESDEN","2009","03",4,1067,"13,736883","51,051697","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19355","14-214-2142-890","15-209-2093-3795","K2LE1-109-1091-7711","2008-12-31",109,1091,0,"K4-112-1121-31799","K3SG1-107-1071-18250","K1DI1-101-1041-6984","11-1-12-11548","2009-01-09",1,12,0,"MUENCHSMUENSTER","2009","03",2,85126,"11,691557","48,761496","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19358","14-213-2131-1595","15-209-2093-4018","K2LE1-109-1091-8075","2009-01-02",109,1091,0,"K4-112-1121-35365","K3AG1-106-1061-4205","K1BE1-104-1041-13367","11-1-11-22231","2009-01-14",1,11,0,"VELEN","2009","03",10,46342,"6,986506","51,894372","2009-03-10"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19361","14-214-2142-891","15-209-2093-3797","K2LE1-109-1091-7712","2008-12-31",109,1091,0,"K4-112-1121-31851","K3SG1-107-1071-18531","K1BE1-104-1041-11981","11-1-12-11573","2009-01-09",1,12,0,"WOLFERSDORF","2009","03",2,85395,"11,708788","48,478796","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19363","14-214-2143-2671","15-209-2093-3802","K2LE1-109-1091-7713","2008-12-31",109,1091,0,"K4-112-1121-32799","K3SG1-105-1051-12740","K1BE1-101-1011-6266","11-1-11-20797","2009-01-11",1,11,0,"REGENSBURG","2009","03",4,93047,"12,097392","49,017834","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19371","14-214-2143-2672","15-209-2093-3805","K2LE1-109-1091-7714","2008-12-31",109,1091,0,"K4-112-1121-31683","K3SG1-107-1071-18195","K1DI1-102-1021-3510","11-1-11-19853","2009-01-08",1,11,0,"BAD SASSENDORF","2009","03",2,59505,"8,164329","51,585642","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19373","14-213-2131-1504","15-209-2093-3963","K2LE1-109-1091-7822","2008-12-31",109,1091,0,"K4-112-1121-31537","K3SG1-105-1051-12086","K1DI1-102-1021-3696","11-1-12-11497","2009-01-09",1,12,0,"JOHANNISKIRCHEN","2009","03",2,84381,"12,949253","48,534981","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19374","14-214-2143-2841","15-210-2101-3916","K2LE1-109-1091-7939","2009-01-01",109,1091,0,"K5-112-1122-6921","K3SG1-107-1071-19143","K1DI1-103-1031-7693","12-1-12-6917","2009-01-11",1,12,0,"BONN","2009","03",4,53111,"7,099187","50,734245","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19379","14-213-2132-1580","15-210-2101-3917","K2LE1-109-1091-7940","2009-01-01",109,1091,0,"K4-112-1121-32589","K3AG1-106-1061-236705","K1BE1-101-1011-6409","11-1-11-20708","2009-01-11",1,11,0,"WORMS","2009","03",4,67547,"8,361704","49,629828","2009-03-04"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19380","14-214-2141-881","15-209-2093-3968","K2LE1-109-1091-7823","2008-12-31",109,1091,0,"K4-112-1121-31681","K3AG1-108-1082-1480","K1DI1-102-1021-3668","11-1-11-20070","2009-01-09",1,11,0,"ORTENBERG1","2009","03",2,77799,"7,971409","48,451257","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19383","14-214-2143-2674","15-210-2101-3727","K2LE1-109-1091-7715","2008-12-31",109,1091,0,"K4-112-1121-32116","K3SG1-105-1051-12438","K1DI1-102-1021-3579","11-1-11-20379","2009-01-10",1,11,0,"STRASSKIRCHEN","2009","03",2,94342,"12,723701","48,830251","2009-03-02"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19384","14-214-2141-886","15-210-2101-3893","K2LE1-109-1091-7824","2008-12-31",109,1091,0,"K4-112-1121-31673","K3SG1-107-1071-18488","K1BE1-104-1041-12484","11-1-12-11681","2009-01-10",1,12,0,"DORTMUND","2009","03",3,44135,"7,464165","51,514171","2009-03-03"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19387","14-213-2132-1594","15-210-2101-3919","K2LE1-109-1091-7941","2009-01-01",109,1091,0,"K4-112-1121-34039","K3SG1-105-1051-12862","K1BE1-101-1011-6355","11-1-11-21406","2009-01-12",1,11,0,"AUERBACH/VOGTL.","2009","03",10,8209,"12,402307","50,508726","2009-03-10"
14237,213,2131,0,"origin = 1970-01-01","11-213-2131-19394","14-214-2142-943","15-210-2101-3921","K2LE1-109-1091-7942","2009-01-01",109,1091,0,"K4-112-1121-32307","K3SG1-105-1051-12492","K1BE1-101-1011-6294","11-1-12-11793","2009-01-10",1,12,0,"AACHEN","2009","03",3,52062,"6,0848","50,773516","2009-03-03"
